des,type,p,q,soi,a,e,i,q
K03T58L, classical, m,0, S,43.541,0.045,7.739,41.581655
K03Uf4A, resonant,9,2, S,81.96,0.554,22.367,36.55416
K03UT1T, classical, m,0, I,42.79,0.062,1.611,40.13702
K03UT1V, classical, m,0, S,43.628,0.035,2.11,42.10102
K03UT1Y, classical, o,0, S,49.228,0.162,3.541,41.253064
K03UT1Z, classical, m,0, I,45.144,0.133,5.336,39.139848
K03UT2B, classical, m,0, S,47.074,0.056,19.278,44.437856
K03UT2N, classical, m,0, I,44.923,0.109,0.883,40.026393
K03UT2P, resonant,2,1, S,47.735,0.416,12.975,27.87724
K03UT2V, resonant,3,2, S,39.336,0.215,10.973,30.87876
K03UT3K, classical, m,0, S,42.382,0.074,3.022,39.245732
K03WJ1A, resonant,3,2, S,39.323,0.235,4.519,30.082095
K03WJ3O, resonant,3,2, S,39.429,0.244,6.629,29.808324
K03YH9J, classical, m,0, I,43.634,0.079,1.447,40.186914
K03YH9K, classical, m,0, I,41.653,0.144,19.611,35.654968
K03YH9M, classical, m,0, I,40.962,0.057,23.414,38.627166
K03YH9N, classical, m,0, S,44.259,0.005,2.767,44.037705
K03YH9P, classical, m,0, S,44.028,0.08,0.948,40.50576
K03YH9R, classical, m,0, S,43.421,0.052,9.823,41.163108
K03YH9S, classical, m,0, S,43.58,0.025,3.728,42.4905
K03YH9T, classical, m,0, S,43.548,0.026,1.684,42.415752
K03YH9V, classical, m,0, S,47.031,0.218,15.568,36.778242
K03YH9X, classical, m,0, I,43.586,0.043,4.851,41.711802
K04C39J, centaur,0,0, S,12.846,0.48,3.621,6.67992
K04D64H, classical, m,0, S,46.443,0.093,3.52,42.123801
K04D64M, classical, m,0, I,44.964,0.136,3.628,38.848896
K04D71M, classical, m,0, S,43.1,0.034,2.301,41.6346
K04D77G, classical, m,0, I,43.799,0.129,47.691,38.148929
K04E95P, classical, m,0, I,43.54,0.035,10.218,42.0161
K04E95S, classical, m,0, S,45.29,0.14,3.513,38.9494
K04E95V, resonant,3,2, S,39.475,0.185,12.277,32.172125
K04E96G, resonant,5,2, S,55.524,0.423,16.213,32.037348
K04E96J, resonant,3,2, S,39.539,0.24,9.34,30.04964
K04FG4W, resonant,3,2, S,39.486,0.157,9.123,33.286698
K04H78X, resonant,3,2, S,39.412,0.153,16.272,33.381964
K04H78Y, resonant,3,2, S,39.292,0.196,12.584,31.590768
K04H78Z, resonant,3,2, S,39.58,0.151,13.31,33.60342
K04H79A, resonant,3,2, S,39.338,0.245,22.7,29.70019
K04H79B, resonant,3,2, S,39.256,0.229,2.661,30.266376
K04H79C, classical, m,0, S,46.4,0.161,1.446,38.9296
K04H79D, classical, m,0, S,45.942,0.032,1.305,44.471856
K04H79E, classical, m,0, S,44.308,0.098,3.089,39.965816
K04H79G, classical, m,0, S,44.202,0.024,3.597,43.141152
K04H79H, classical, m,0, S,43.255,0.059,8.61,40.702955
K04H79K, classical, m,0, S,43.902,0.079,1.944,40.433742
K04H79L, classical, m,0, S,42.109,0.074,16.757,38.992934
K04H79M, resonant,4,3, S,36.44,0.08,1.172,33.5248
K04H79O, resonant,5,2, S,55.206,0.412,5.624,32.461128
K04H79Q, detached,0,0, S,63.29,0.423,6.472,36.51833
K04K18V, scattering,0,0, S,30.194,0.185,13.586,24.60811
K04K18Z, resonant,5,2, S,55.412,0.382,22.645,34.244616
K04K19B, resonant,3,2, S,39.491,0.219,17.155,30.842471
K04K19C, resonant,3,2, S,39.259,0.236,5.637,29.993876
K04K19D, classical, i,0, S,38.257,0.017,2.126,37.606631
K04K19E, classical, m,0, S,44.366,0.05,1.178,42.1477
K04K19F, classical, m,0, S,44.119,0.063,0.108,41.339503
K04K19G, classical, m,0, S,43.282,0.022,0.963,42.329796
K04K19H, classical, m,0, S,40.772,0.117,35.229,36.001676
K04K19J, classical, m,0, S,46.974,0.236,24.421,35.888136
K04K19K, resonant,5,3, I,42.388,0.143,4.485,36.326516
K04K19L, resonant,2,1, S,47.66,0.323,5.732,32.26582
K04K19M, resonant,2,1, S,47.72,0.292,1.686,33.78576
K04L31R, centaur,0,0, S,20.275,0.28,16.781,14.598
K04L31W, classical, m,0, S,46.497,0.081,3.002,42.730743
K04M08S, resonant,3,2, S,39.332,0.296,12.249,27.689728
K04M08T, classical, m,0, S,43.112,0.042,2.238,41.301296
K04M08U, classical, m,0, S,44.868,0.081,3.578,41.233692
K04M08V, classical, m,0, S,47.239,0.175,27.204,38.972175
K04O14J, detached,0,0, I,55.3,0.291,22.464,39.2077
K04O14L, scattering,0,0, SH,48.775,0.305,21.225,33.898625
K04O15P, classical, i,0, S,38.582,0.055,22.946,36.45999
K04O15Q, resonant,7,4, S,43.651,0.125,9.727,38.194625
K04O15S, detached,0,0, S,55.777,0.317,4.248,38.095691
K04PA7S, detached,0,0, I,48.063,0.244,24.524,36.335628
K04PA7X, classical, m,0, S,43.586,0.054,3.045,41.232356
K04PA7Z, resonant,15,8, I,45.745,0.187,10.859,37.190685
K04PA8B, classical, m,0, I,45.086,0.109,20.204,40.171626
K04PB2D, classical, m,0, S,46.528,0.192,7.758,37.594624
K04PB7T, classical, m,0, I,42.984,0.041,1.238,41.221656
K04PB7U, classical, m,0, S,42.823,0.014,1.873,42.223478
K04PB7V, classical, m,0, S,46.076,0.154,4.323,38.980296
K04PB7W, classical, m,0, S,43.621,0.06,1.863,41.00374
K04PB7X, classical, m,0, S,44.262,0.1,3.747,39.8358
K04PB7Y, scattering,0,0, S,40.054,0.283,23.373,28.718718
K04Q29E, classical, m,0, S,40.874,0.084,24.123,37.440584
K04Q29G, classical, o,0, S,48.487,0.236,27.136,37.044068
K04Q29H, classical, o,0, S,50.795,0.227,12.012,39.264535
K04S60C, resonant,7,4, S,43.654,0.264,0.985,32.129344
K04Tc7Z, jc,0,0, I,7.023,0.2342,5.152,5.3782134
K04TS2E, scattering,0,0, S,34.448,0.157,20.676,29.039664
K04TZ7X, resonant,4,3, S,36.578,0.211,16.256,28.860042
K04U10D, classical, m,0, S,42.843,0.037,3.496,41.257809
K04U10S, resonant,3,2, S,39.542,0.219,10.288,30.882302
K04V75U, resonant,7,4, I,43.667,0.133,3.345,37.859289
K04V75Z, resonant,3,2, S,39.473,0.193,4.466,31.854711
K04V78K, resonant,2,1, S,47.74,0.33,1.468,31.9858
K04VD0U, resonant,3,1, S,62.261,0.429,8.024,35.551031
K04VD0V, resonant,3,2, S,39.449,0.188,23.923,32.032588
K04VD0X, resonant,3,2, S,39.456,0.208,5.745,31.249152
K04VD0Y, resonant,3,2, S,39.338,0.276,10.203,28.480712
K04VD0Z, resonant,3,2, S,39.552,0.282,11.582,28.398336
K04VD1D, classical, m,0, I,46.368,0.128,3.651,40.432896
K04VD1E, resonant,5,3, S,42.264,0.257,5.197,31.402152
K04VD1F, resonant,7,4, S,43.652,0.214,0.817,34.310472
K04VD1G, scattering,0,0, S,64.181,0.507,13.643,31.641233
K04VD1H, scattering,0,0, S,60.036,0.629,11.972,22.273356
K04VD1M, scattering,0,0, S,68.404,0.698,14.032,20.658008
K04VD1U, classical, m,0, S,45.558,0.097,0.768,41.138874
K04XJ0X, classical, m,0, S,45.193,0.105,1.58,40.447735
K05B49V, classical, m,0, S,43.688,0.045,7.981,41.72204
K05B49W, classical, m,0, S,44.083,0.078,2.103,40.644526
K05C81D, resonant,3,2, S,39.261,0.152,21.344,33.293328
K05C81E, classical, m,0, S,42.713,0.047,3.084,40.705489
K05C81F, resonant,4,3, S,36.469,0.063,0.405,34.171453
K05ET6E, classical, m,0, S,44.146,0.069,3.296,41.099926
K05EU3M, classical, m,0, S,43.546,0.019,5.602,42.718626
K05EU4F, detached,0,0, S,86.375,0.554,18.702,38.52325
K05EV8B, classical, m,0, S,45.069,0.143,4.479,38.624133
K05EV8C, classical, m,0, I,43.738,0.035,2.533,42.20717
K05EV8W, classical, m,0, S,44.523,0.072,1.061,41.317344
K05EV8X, resonant,3,2, S,39.535,0.224,6.653,30.67916
K05GI6X, classical, m,0, I,43.962,0.019,3.781,43.126722
K05GI7A, resonant,3,2, S,39.368,0.217,18.752,30.825144
K05GI7C, classical, m,0, S,44.097,0.125,2.399,38.584875
K05GI7D, classical, m,0, S,43.03,0.02,0.702,42.1694
K05GI7F, resonant,3,2, S,39.43,0.254,3.907,29.41478
K05GK6X, resonant,7,2, S,69.221,0.522,9.324,33.087638
K05GL0V, resonant,3,2, S,39.233,0.171,12.014,32.524157
K05GM8H, resonant,4,3, S,36.667,0.188,17.152,29.773604
K05JH4Z, classical, m,0, S,42.612,0.074,6.511,39.458712
K05JH7H, classical, m,0, I,44.536,0.094,3.275,40.349616
K05JI5Y, classical, m,0, S,44.077,0.068,2.139,41.079764
K05JI6B, classical, m,0, S,41.468,0.106,20.219,37.072392
K05JI6J, classical, m,0, S,44.634,0.094,4.142,40.438404
K05JI6K, detached,0,0, S,47.274,0.244,27.252,35.739144
K05L54A, classical, m,0, S,44.314,0.067,7.917,41.344962
K05L54B, classical, m,0, I,43.678,0.047,3.004,41.625134
K05L54C, detached,0,0, I,67.356,0.463,22.443,36.170172
K05NC5U, resonant,22,5, IH,80.84,0.508,37.163,39.77328
K05NC5V, resonant,7,4, I,43.79,0.224,13.352,33.98104
K05P21K, classical, m,0, S,44.099,0.118,5.405,38.895318
K05P21L, classical, m,0, I,46.522,0.149,4.736,39.590222
K05P21S, classical, m,0, IH,44.45,0.08,2.599,40.894
K05P21T, scattering,0,0, I,74.754,0.52,7.904,35.88192
K05R52H, detached,0,0, I,153.656,0.746,20.446,39.028624
K05T53N, resonant,1,1, S,30.123,0.066,25.001,28.134882
K05TH3H, centaur,0,0,S,19.878,0.307,13.478,13.775454
K05TI9V, resonant,3,2, S,39.398,0.188,34.391,31.991176
K05VC2Z, resonant,8,5, I,41.27,0.179,12.103,33.88267
K05VC3A, resonant,3,2, S,39.514,0.252,1.515,29.556472
K06A98K, classical, m,0, S,43.942,0.159,18.121,36.955222
K06A98L, detached,0,0, I,60.517,0.414,10.403,35.462962
K06A98M, resonant,9,1, I,130.88,0.725,13.086,35.992
K06A98N, classical, m,0, S,43.078,0.033,1.914,41.656426
K06A98O, classical, i,0, I,37.968,0.088,23.856,34.626816
K06BS4R, classical, m,0, S,43.804,0.039,1.156,42.095644
K06BS4S, scattering,0,0, I,59.592,0.439,4.574,33.431112
K06C69H, classical, m,0, S,45.752,0.037,1.791,44.059176
K06HC2N, classical, m,0, I,45.89,0.186,7.789,37.35446
K06HC2P, classical, m,0, S,46.243,0.165,9.089,38.612905
K06HC2R, detached,0,0, I,62.035,0.373,3.473,38.895945
K06HC2T, resonant,3,2, S,39.319,0.161,7.208,32.988641
K06HC2W, classical, m,0, S,45.456,0.066,1.535,42.455904
K06HC2X, resonant,7,2, I,69.302,0.477,12.862,36.244946
K06HC2Y, classical, m,0, S,42.81,0.03,2.937,41.5257
K06HC2Z, classical, m,0, S,47.052,0.186,30.1,38.300328
K06HC3A, classical, m,0, S,42.779,0.046,3.303,40.811166
K06HC3B, classical, m,0, S,44.086,0.09,1.802,40.11826
K06HC3C, resonant,4,3, S,36.528,0.137,12.6,31.523664
K06HC3D, resonant,9,5, I,44.464,0.109,2.507,39.617424
K06HC3E, classical, m,0, S,44.041,0.072,4.231,40.870048
K06J58U, resonant,27,14, I,46.246,0.126,7.034,40.419004
K06J58V, classical, m,0, S,44.959,0.061,0.317,42.216501
K06QI0P, scattering,0,0, S,38.103,0.654,4.958,13.183638
K06QI0S, detached,0,0, S,56.242,0.314,27.339,38.582012
K06QI0T, scattering,0,0, I,78.425,0.572,21.05,33.5659
K06QI0Z, classical, m,0, S,46.257,0.035,24.069,44.638005
K06QI1A, classical, m,0, S,42.351,0.082,4.828,38.878218
K06QI1B, classical, m,0, S,43.844,0.041,2.194,42.046396
K06QI1F, classical, m,0, S,44.814,0.075,2.664,41.45295
K06QI1G, scattering,0,0, S,57.519,0.646,7.234,20.361726
K06QI1H, resonant,10,3, I,67.003,0.434,19.13,37.923698
K06QI1R, classical, m,0, S,46.613,0.202,9.839,37.197174
K06RA3J, resonant,1,1, S,30.038,0.03,8.163,29.13686
K06Sa9F, resonant,3,1, S,62.606,0.376,27.654,39.066144
K06Sf5E, classical, m,0, S,42.599,0.027,18.517,41.448827
K06Sf5F, classical, m,0, S,43.159,0.075,15.712,39.922075
K06Sf5G, resonant,2,1, SH,47.929,0.291,31.378,33.981661
K06Sf5H, detached,0,0, I,49.755,0.254,25.048,37.11723
K06TC1K, resonant,3,2, S,39.338,0.249,27.25,29.542838
K06TD0O, resonant,4,3, S,36.421,0.151,1.046,30.921429
K06TD0P, resonant,3,2, S,39.254,0.27,4.926,28.65542
K06WJ5S, resonant,3,2, S,39.384,0.235,32.714,30.12876
K06WK6F, classical, m,0, S,43.503,0.049,2.056,41.371353
K06WK6G, detached,0,0, I,50.397,0.29,14.294,35.78187
K07B81O, detached,0,0, S,54.196,0.336,9.694,35.986144
K07BA2P, centaur,0,0, S,23.858,0.257,64.761,17.726494
K07C66J, classical, m,0, S,43.399,0.029,3.02,42.140429
K07C79Q, classical, m,0, S,45.438,0.077,1.184,41.939274
K07C79R, classical, m,0, S,47.147,0.219,21.869,36.821807
K07C79S, classical, m,0, S,44.165,0.035,1.54,42.619225
K07DA1S, classical, m,0, S,44.003,0.086,1.389,40.218742
K07F51M, classical, m,0, S,45.549,0.161,29.222,38.215611
K07F51N, resonant,5,1, I,87.528,0.619,23.237,33.348168
K07F51O, detached,0,0, S,50.416,0.288,27.945,35.896192
K07F51P, classical, m,0, S,44.755,0.202,25.606,35.71449
K07H90V, classical, m,0, S,44.003,0.06,2.943,41.36282
K07J45F, resonant,3,2, S,39.353,0.087,11.014,35.929289
K07L38E, classical, o,0, S,54.051,0.227,35.966,41.781423
K07L38F, resonant,5,1, IH,87.545,0.555,35.825,38.957525
K07L38G, resonant,5,2, S,55.437,0.434,32.579,31.377342
K07L38H, detached,0,0, I,133.855,0.725,34.196,36.810125
K07L38J, detached,0,0, S,72.358,0.47,31.54,38.34974
K07RV4L, classical, m,0, S,40.389,0.038,21.058,38.854218
K07RW6W, classical, m,0, S,45.921,0.236,20.5,35.083644
K07RW6X, classical, m,0, S,46.105,0.158,25.029,38.82041
K07RW6Y, classical, i,0, S,38.819,0.068,25.479,36.179308
K07RW6Z, detached,0,0, S,52.678,0.347,37.268,34.398734
K07Tf8B, scattering,0,0, I,57.124,0.408,6.541,33.817408
K07Tf8D, classical, o,0, S,48.259,0.189,15.093,39.138049
K07Tg2J, centaur,0,0, S,19.513,0.526,2.911,9.249162
K07Th1V, resonant,3,2, S,39.471,0.233,1.806,30.274257
K07Th4C, resonant,9,1, S,129.919,0.695,26.468,39.625295
K07VU2J, classical, m,0, S,43.152,0.068,8.712,40.217664
K07VU2K, classical, m,0, S,45.781,0.033,26.544,44.270227
K07VU5H, centaur,0,0, S,24.314,0.663,6.206,8.193818
K07VU5L, resonant,1,1, S,30.028,0.063,28.117,28.136236
K08AB8Q, classical, m,0, S,41.495,0.062,24.581,38.92231
K08AD8U, scattering,0,0, S,32.392,0.374,42.827,20.277392
K08H21Y, jc,0,0, S,10.884,0.504,11.998,5.398464
K08J41O, detached,0,0, S,87.367,0.543,48.815,39.926719
K08L18C, resonant,1,1, S,29.958,0.083,27.539,27.471486
K08RG7G, centaur,0,0, S,16.898,0.629,8.293,6.269158
K08TN9A, resonant,3,2, SH,39.471,0.095,32.273,35.721255
K08UX2A, resonant,4,1, S,75.768,0.513,30.741,36.899016
K09DE3J, resonant,13,4, S,65.898,0.432,17.64,37.430064
K09DE3L, classical, m,0, S,43.541,0.047,11.017,41.494573
K09DE3N, resonant,3,2, S,39.359,0.198,10.562,31.565918
K09DE3R, classical, m,0, S,46.891,0.16,9.548,39.38844
K09DE3S, detached,0,0, S,49.24,0.243,11.002,37.27468
K09J18Z, resonant,3,2, S,39.295,0.247,23.848,29.589135
K09J19E, resonant,3,2, S,39.452,0.301,22.176,27.576948
K09K30K, detached,0,0, I,60.081,0.373,14.263,37.670787
K09K30L, classical, m,0, I,45.6,0.195,23.156,36.708
K09K30N, resonant,7,2, S,69.394,0.561,4.617,30.463966
K09K30O, classical, m,0, S,44.262,0.071,9.376,41.119398
K09M10E, centaur,0,0, S,28.995,0.234,14.534,22.21017
K09M10F, classical, m,0, IH,41.602,0.143,26.796,35.652914
K09M10G, resonant,2,1, I,47.815,0.352,19.951,30.98412
K09UF6F, classical, m,0, S,42.884,0.02,1.294,42.02632
K09X26M, scattering,0,0, S,43.393,0.419,21.615,25.211333
K09Y19G, resonant,5,2, S,55.664,0.408,5.154,32.953088
K09Y26R, classical, m,0, S,41.331,0.051,18.638,39.223119
K09Y26S, classical, i,0, S,36.583,0.024,6.554,35.705008
K09Y26T, resonant,3,2, S,39.351,0.176,10.184,32.425224
K09Y32K, classical, m,0, S,44.072,0.031,3.518,42.705768
K10AF3V, resonant,3,2, S,39.404,0.255,7.912,29.35598
K10B04L, centaur,0,0, S,18.585,0.538,20.808,8.58627
K10BB8K, jc,0,0,S,386.868,0.984,143.903,6.189888
K10DA6F, scattering,0,0, S,30.455,0.154,28.708,25.76493
K10E65Q, resonant,17,6, S,60.151,0.404,24.833,35.849996
K10E65S, centaur,0,0, S,21.548,0.561,10.389,9.459572
K10E65U, centaur,0,0, S,19.906,0.145,14.569,17.01963
K10ED9L, resonant,3,2, S,39.338,0.064,22.993,36.820368
K10F86X, classical, m,0, S,46.801,0.061,25.178,43.946139
K10F92H, jc,0,0, S,24.308,0.762,61.83,5.785304
K10G34X, centaur,0,0, S,28.711,0.424,11.552,16.537536
K10GH4B, resonant,79,2, I,348.538,0.861,21.563,48.446782
K10J80B, centaur,0,0, S,12.891,0.208,17.895,10.209672
K10JC4J, scattering,0,0, SH,83.567,0.717,37.754,23.649461
K10JC4K, classical, m,0, S,40.403,0.117,15.515,35.675849
K10JL0J, resonant,21,10, S,49.277,0.249,7.168,37.007027
K10JL5E, scattering,0,0, S,62.116,0.561,11.198,27.268924
K10K39Z, classical, m,0, S,45.179,0.054,26.09,42.739334
K10L68P, resonant,4,3, I,36.316,0.033,10.755,35.117572
K10LD6B, resonant,3,2, S,39.273,0.262,14.081,28.983474
K10MB6R, resonant,3,1, S,62.931,0.399,19.56,37.821531
K10NE6G, centaur,0,0, S,19.951,0.125,8.393,17.457125
K10P66T, resonant,3,1, I,62.353,0.431,18.442,35.478857
K10P75U, resonant,19,4, I,85.124,0.578,8.893,35.922328
K10Q07Q, scattering,0,0, S,113.039,0.686,18.176,35.494246
K10R45M, classical, m,0, S,46.314,0.151,19.061,39.320586
K10R45N, classical, m,0, S,40.796,0.109,32.787,36.349236
K10R64F, classical, m,0, S,42.998,0.174,28.69,35.516348
K10R64N, classical, m,0, S,40.891,0.083,19.873,37.497047
K10RI8D, classical, m,0, S,40.407,0.058,27.955,38.063394
K10RI8F, scattering,0,0, S,46.761,0.295,13.849,32.966505
K10RJ0J, classical, m,0, S,44.357,0.075,2.991,41.030225
K10RJ0K, resonant,3,2, S,39.462,0.194,6.636,31.806372
K10RM6J, centaur,0,0, S,29.684,0.581,38.801,12.437596
K10S41B, resonant,3,2, S,39.479,0.28,5.223,28.42488
K10T00H, centaur,0,0, S,18.551,0.323,26.701,12.559027
K10T00J, detached,0,0, S,62.853,0.365,38.901,39.911655
K10TI2J, resonant,3,2, S,39.651,0.276,9.5,28.707324
K10TI2L, classical, m,0, S,43.799,0.058,1.608,41.258658
K10TI2N, resonant,3,2, S,39.607,0.145,13.301,33.863985
K10TI2P, classical, m,0, S,45.127,0.179,9.712,37.049267
K10TJ1S, resonant,1,1, S,30.01,0.046,6.563,28.62954
K10TJ1T, resonant,1,1, S,30.097,0.07,4.276,27.99021
K10TJ1V, centaur,0,0, S,24.761,0.132,11.51,21.492548
K10TJ2A, classical, m,0, S,41.998,0.109,17.986,37.420218
K10TJ2D, classical, m,0, S,43.157,0.026,4.319,42.034918
K10TJ2E, classical, m,0, S,41.252,0.055,21.276,38.98314
K10TJ2F, classical, m,0, S,43.355,0.022,2.315,42.40119
K10TJ2G, classical, m,0, S,43.987,0.058,1.321,41.435754
K10TJ2K, classical, m,0, S,46.355,0.115,36.611,41.024175
K10TJ5S, resonant,3,2, S,39.458,0.125,15.503,34.52575
K10UB0U, centaur,0,0, S,22.484,0.234,26.764,17.222744
K10V11R, classical, m,0, S,41.43,0.144,30.923,35.46408
K10V21E, centaur,0,0, S,9.938,0.228,34.431,7.672136
K10VM4X, scattering,0,0, I,39.747,0.205,15.547,31.598865
K10VP3D, classical, m,0, S,42.781,0.098,23.962,38.588462
K10VP3E, scattering,0,0, S,31.794,0.482,7.897,16.469292
K10W09G, scattering,0,0, S,53.089,0.647,70.269,18.740417
K10W75M, classical, o,0, S,50.435,0.165,22.596,42.113225
K10X91E, resonant,3,1, I,63.019,0.458,17.745,34.156298
K11BG3R, detached,0,0, S,97.281,0.61,24.766,37.93959
K11BG3S, classical, m,0, S,43.722,0.051,4.586,41.492178
K11BG3T, resonant,12,5, I,53.874,0.336,32.667,35.772336
K11BG3U, resonant,8,3, I,57.55,0.379,21.456,35.73855
K11BH0N, scattering,0,0, S,70.855,0.508,12.461,34.86066
K11BH0O, classical, m,0, S,46.456,0.194,14.85,37.443536
K11BH0P, resonant,5,1, S,88.052,0.601,22.503,35.132748
K11CB9W, resonant,7,3, S,52.898,0.368,19.863,33.431536
K11CB9X, classical, m,0, S,41.78,0.142,27.384,35.84724
K11CB9Y, resonant,3,1, S,62.792,0.37,21.835,39.55896
K11E90Z, classical, m,0, S,41.096,0.07,27.44,38.21928
K11H60O, resonant,11,2, S,93.866,0.61,22.226,36.60774
K11H83P, detached,0,0, S,52.378,0.309,28.648,36.193198
K11HA2M, resonant,1,1, S,30.109,0.08,29.378,27.70028
K11HA2Z, classical, m,0, S,43.19,0.008,2.396,42.84448
K11HA3F, classical, m,0, S,43.004,0.05,3.056,40.8538
K11HA3J, classical, m,0, S,46.565,0.155,5.34,39.347425
K11HA3K, detached,0,0, I,53.226,0.311,6.419,36.672714
K11HA4N, resonant,3,2, S,39.399,0.293,17.491,27.855093
K11J31W, classical, m,0, S,45.585,0.096,1.871,41.20884
K11J31X, classical, m,0, I,44.957,0.112,3.31,39.921816
K11J31Y, classical, m,0, S,43.993,0.058,2.604,41.441406
K11J32A, classical, m,0, S,46.601,0.133,3.219,40.403067
K11L29J, classical, m,0, S,44.092,0.078,0.243,40.652824
K11M04M, centaur,0,0, S,21.164,0.473,100.444,11.153428
K11M11V, detached,0,0, S,60.381,0.39,14.475,36.83241
K11O45F, centaur,0,0, S,9.024,0.141,19.61,7.751616
K11O60B, scattering,0,0, I,100.931,0.636,19.452,36.738884
K11Q99F, centaur,0,0, S,19.092,0.177,10.811,15.712716
K11R00S, scattering,0,0, S,40.454,0.475,16.266,21.23835
K11SP0R, centaur,0,0, S,11.104,0.386,8.889,6.817856
K11SS1W, classical, m,0, S,46.652,0.095,4.633,42.22006
K11Uf0P, resonant,3,2, S,39.603,0.175,2.733,32.672475
K11Uf0Q, resonant,3,2, S,39.4,0.264,3.246,28.9984
K11Uf0R, resonant,3,2, S,39.405,0.268,17.319,28.84446
K11Uf0S, resonant,3,2, S,39.514,0.256,11.876,29.398416
K11Uf0U, resonant,3,2, S,39.293,0.263,12.623,28.958941
K11Uf0V, resonant,3,2, S,39.428,0.259,4.308,29.216148
K11Uf0W, resonant,3,2, S,39.595,0.218,10.751,30.96329
K11Uf0X, resonant,3,2, S,39.401,0.328,17.479,26.477472
K11Uf0Y, resonant,3,2, S,39.312,0.136,8.59,33.965568
K11Uf0Z, resonant,3,2, S,39.523,0.125,3.833,34.582625
K11Uf1A, resonant,3,2, S,39.223,0.245,8.645,29.613365
K11Uf1B, classical, m,0, I,39.601,0.044,14.9,37.858556
K11Uf1D, resonant,3,2, S,39.209,0.288,15.699,27.916808
K11Uf1E, resonant,2,1, S,47.612,0.32,9.355,32.37616
K11Uf1F, resonant,2,1, S,47.799,0.346,5.872,31.260546
K11Uf1G, resonant,2,1, S,47.693,0.142,10.691,40.920594
K11Uf1H, resonant,19,10, I,46.136,0.238,27.041,35.155632
